,x,y,a,b,c,d,L
0,0.0969253005774049,1.870811515777624,-0.8963568786898765,-1.6971803095057298,1.872203368481006,0.1552426034720431,1
1,-0.1312237214401059,0.17819308589651173,0.030862006588889976,1.9656203040660887,-1.856926926431903,0.548433602171735,1
2,-0.07435439614192163,1.8528141018129358,-0.7247965294662155,-1.6342404898783007,1.963107136616884,0.12331165466475513,1
3,0.18218852613230485,-0.28523773347254383,-0.3222069733125255,-1.135533633774185,0.3880704798088952,1.9199950597982747,1
4,-2.120134488464965,0.3693333658738537,1.3657420597506733,-0.748243825110633,1.7289268220208687,0.8015810426444935,1
5,-1.0215981697390784,0.38746613753364534,0.40045038946076783,1.1171626511180341,-0.9503939044019315,1.1704629443068733,1
6,-1.979637622094399,-0.554362936205943,1.363227027873768,-0.23417201739196147,0.42662551483915523,2.2957115092000113,1
7,-0.15604652795756024,-1.1572526835868953,0.27622699925416627,-0.42246454999376704,-0.3383806630423557,2.163851250029806,1
8,-1.3174019037374367,-0.37876761608619314,0.48216993589726953,-0.6862563263634869,-0.045573321665603794,3.321446889795618,1
9,1.2350930952714152,0.026755520423167423,-0.4468620315049523,-0.2563353238204097,0.6244598765050877,-1.430412192640771,1
10,-0.22345130264630736,1.6861229081044882,-0.48551156073866475,-0.9939941959127108,1.4856426798935622,-0.29483247731539564,1
11,-1.7733249936425637,0.4127823970989163,0.8720966516431521,0.4572822748154572,-0.07363156807280052,1.5038117821572503,1
12,-0.9694948780402008,0.8104048532519625,0.5550732705416959,0.5995956270048473,0.3514608892903064,-0.3687908865501066,1
13,1.482152147724677,0.5314661863691525,-1.4754501617928604,1.2420142528764164,-2.179296242368308,1.041163185259106,1
14,-0.7005089799439661,-0.3313965035773221,0.8672777266600687,-1.4209303645636875,2.123580334362537,-0.06714868765373228,1
15,-1.0363484640740863,1.075149256845668,0.4790169160913016,0.11949220469541773,0.877342420258767,-0.40806509383428313,1
16,1.658576266698492,1.8180973214803613,-2.042226973441149,0.010405528235002626,-0.6181858869384469,0.08301159670839664,1
17,2.3428314935891055,1.6003475693274387,-2.1634148848296006,0.11222422513108454,-0.4958749318737414,-0.9772301001037917,1
18,1.3500275332270681,-0.08330667077094056,-0.5567627296772585,-0.06716703876481422,0.22036244186642473,-1.1185796934302887,1
19,1.4784847797130825,1.840402002562425,-2.010770171698817,0.01090514884984961,-0.7135587099719765,0.5484802705311709,1
20,-0.8658418855199284,0.2751400770033857,0.5101337421719857,1.3697950293796743,-0.9402293535522457,0.652285041865071,1
21,-1.1953036025762165,0.2664628860731091,0.7089593644205319,1.038254501763427,-0.5491764894254705,0.7538031639003036,1
22,1.4758491894393433,0.17301710029027217,-0.6759123540762901,-0.13683831847690786,0.4338799000539428,-1.534498304593413,1
23,-1.2081543176222986,0.047424507566468876,0.4358490065556794,0.4174528804973653,-0.7064846774418363,2.3347308455112405,1
24,0.14569036394324092,0.5238040044598631,-0.3640519123571007,-1.9094810689976005,1.8508716126865032,0.6042152446789544,1
25,-0.11119157251794243,-0.10158311828458477,0.5868252937497129,1.4036428466224005,-0.4427669499255018,-1.2813604488758548,1
26,-0.9568592963066463,1.4264383989039535,0.25102631515868346,-0.45822555743942195,1.429857290354096,-0.3011601875227017,1
